Country,Arrival by mode of transport,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
PAKISTAN,Land,50.0,51.0,62.0,74.0,76.0,79.0,93.0,90.0,116.0,112.0,116.0,135.0,108.0,105.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALAU,Air,53.0,69.0,74.0,64.0,55.0,58.0,54.0,59.0,63.0,89.0,81.0,82.0,88.0,81.0,71.0,85.0,111.0,120.0,108.0,140.0,162.0,138.0,123.0,106.0,94.0,18.0,0.0,0.0
PANAMA,Air,300.0,308.0,344.0,343.0,359.0,375.0,392.0,409.0,450.0,476.0,546.0,671.0,912.0,1044.0,1007.0,1096.0,1209.0,1349.0,1392.0,1656.1,2016.1,1902.1,1865.6,1855.5,1848.0,416.0,665.4,1520.2
PANAMA,Water,6.0,6.0,7.0,8.0,9.0,9.0,13.0,15.0,10.0,23.0,21.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,404.8,297.2,250.8,445.2,417.7,436.4,193.6,90.6,340.0
PANAMA,Land,39.0,48.0,51.0,59.0,88.0,100.0,113.0,108.0,105.0,122.0,135.0,151.0,178.0,202.0,193.0,228.0,264.0,257.0,266.0,243.8,239.4,226.3,206.7,214.2,209.5,37.5,48.3,85.5
PAPUA NEW GUINEA,Air,40.0,0.0,0.0,0.0,63.0,58.0,54.0,54.0,56.0,59.0,69.0,78.0,104.0,114.0,121.0,140.0,158.0,168.0,174.0,182.0,183.0,179.0,139.0,140.0,160.0,39.0,17.0,66.8
PAPUA NEW GUINEA,Water,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,7.0,7.0,8.0,9.0,16.0,19.0,43.0,55.0,51.0,0.0,0.0,2.6
PARAGUAY,Air,168.0,168.0,208.0,189.0,121.0,64.0,77.0,68.0,68.0,85.0,99.0,102.0,129.0,143.0,135.0,126.0,173.0,213.0,210.0,246.0,232.7,221.9,194.3,205.3,228.2,46.0,30.1,72.3
PARAGUAY,Water,19.0,19.0,17.0,12.0,12.0,0.0,7.0,6.0,5.0,8.0,10.0,10.0,22.0,25.0,21.0,16.0,24.0,29.0,31.0,18.0,51.6,203.8,341.5,129.8,120.7,25.5,0.0,40.7
PARAGUAY,Land,251.0,238.0,170.0,149.0,136.0,224.0,195.0,176.0,195.0,217.0,232.0,276.0,265.0,261.0,283.0,323.0,327.0,337.0,369.0,385.0,930.4,882.5,1048.1,845.8,866.7,180.5,64.8,466.4
PERU,Air,356.0,425.0,459.0,552.0,543.0,629.0,621.45,649.8,678.5,802.8,950.1,970.5,1131.9,1292.4,1343.8,1377.7,1562.5,1717.0,1935.3,1925.4,2033.8,2185.1,2379.8,2586.1,2736.5,530.0,444.3,1489.7
PERU,Water,5.0,5.0,6.0,5.0,14.0,9.5,10.4,6.9,7.3,8.0,8.3,16.0,20.6,25.1,32.7,24.0,24.3,22.1,18.5,32.4,30.9,31.0,32.1,31.6,19.9,11.2,0.0,8.8
PERU,Land,118.0,154.0,185.0,213.0,170.0,418.0,395.8,407.0,450.0,539.2,612.1,734.2,763.9,740.2,763.5,897.5,1011.0,1106.5,1209.8,1257.1,1390.9,1528.3,1620.5,1801.7,1615.4,355.4,0.0,510.7
PHILIPPINES,Air,1740.0,2019.0,2178.0,2092.0,2129.0,1964.0,1770.0,1905.0,1880.0,2260.0,2586.0,2807.0,3042.0,3085.0,2960.0,3461.0,3884.0,4238.0,4637.0,4773.0,5291.0,5894.6,6507.0,6940.0,8099.2,1457.3,164.0,2654.0
PHILIPPINES,Water,20.0,30.0,45.0,57.0,42.0,28.0,27.0,28.0,27.0,31.0,37.0,36.0,50.0,55.0,57.0,59.0,33.0,35.0,44.0,60.0,70.0,72.4,114.0,228.0,161.7,25.2,0.0,0.0
POLAND,Air,705.0,772.0,927.0,1011.0,1069.0,1161.0,1174.0,1126.0,1182.0,1539.0,2004.0,2432.0,2884.0,2800.0,2650.0,3200.0,3650.0,4040.0,4338.0,4425.0,4655.0,4829.0,5028.0,8285.3,8976.6,2617.5,3005.5,6396.8
POLAND,Water,482.0,551.0,1280.0,1574.0,1656.0,1764.0,1468.0,1433.0,1627.0,859.0,404.0,368.0,371.0,350.0,320.0,325.0,310.0,370.0,361.0,368.0,389.0,402.0,419.0,440.2,442.5,319.3,310.2,364.2
POLAND,Land,81057.0,86112.0,85610.0,86007.0,86393.0,81590.0,58789.0,48176.0,49321.0,59520.0,62197.0,62315.0,62953.0,56785.0,50870.0,54815.0,56785.0,62980.0,67611.0,68957.0,72690.0,75245.0,78357.0,77221.0,79095.6,48139.1,47710.0,65053.4
PORTUGAL,Air,4122.0,4116.0,4344.0,4752.0,4947.0,5238.0,5259.0,5073.0,5162.0,5938.0,6137.0,6734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORTUGAL,Water,239.0,242.0,251.0,260.0,293.0,272.0,188.0,187.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORTUGAL,Land,18705.0,18894.0,19649.0,21549.0,21775.0,22504.0,22702.0,21935.0,22053.0,15226.0,15037.0,15854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUERTO RICO,Air,3131.0,3065.0,3242.0,3396.0,3024.0,3341.0,3551.0,3087.0,3238.0,3541.0,3686.0,3722.0,3687.0,3716.0,3183.0,3186.0,3048.0,3069.0,3172.0,3246.0,3542.0,3736.0,3513.0,3068.0,3180.0,2617.4,2755.0,3273.1
PUERTO RICO,Water,956.0,1045.0,1108.0,1275.0,1197.0,1225.0,1357.0,1276.0,1164.0,1348.0,1387.0,1300.0,1375.0,1497.0,1232.0,1194.0,1166.0,1128.0,1038.0,1210.0,1509.0,1267.0,1414.0,1192.0,1751.0,1264.6,0.0,364.4
QATAR,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.7,1011.0,1182.0,1356.9,1515.0,1682.7,1770.6,1813.2,1673.4,1715.5,1939.7,449.7,442.5,1657.1
QATAR,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.6,12.3,13.6,18.5,18.5,19.4,29.4,58.6,103.8,196.8,132.0,33.8,98.0
QATAR,Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.4,685.3,862.9,953.0,1078.5,1138.2,1151.1,1095.5,524.5,0.0,0.0,0.0,134.5,804.7
REUNION,Air,304.0,350.0,374.0,400.0,394.0,430.0,424.0,426.0,432.0,430.0,409.0,279.0,381.0,396.0,422.0,420.0,471.0,447.0,416.0,406.0,426.0,458.0,508.0,535.0,534.0,217.0,251.0,495.0
ROMANIA,Air,433.0,479.0,533.0,553.0,566.0,655.0,705.0,689.0,752.0,704.0,919.0,1122.0,1460.0,1462.0,1277.0,1215.0,1509.0,1468.7,1347.0,1690.0,1535.0,2256.5,2648.1,2797.0,2936.5,729.9,1151.8,2546.8
ROMANIA,Water,175.0,161.0,171.0,160.0,141.0,141.0,135.0,137.0,152.0,186.0,187.0,209.0,234.0,262.0,164.0,154.0,168.0,186.6,196.0,189.0,178.0,166.6,161.2,162.4,185.1,99.2,218.1,450.8
ROMANIA,Land,4837.0,4565.0,4446.0,4119.0,4516.0,4468.0,4097.0,3968.0,4690.0,5709.0,4734.0,4706.0,6028.0,7138.0,6134.0,6129.0,5934.0,6281.4,6476.0,6563.0,7618.0,7799.8,8116.3,8761.0,9693.800000000001,4193.6,5419.0,9699.2
RUSSIAN FEDERATION,Air,2040.0,2194.0,2977.0,2685.0,2225.0,2466.0,2496.0,3140.0,3475.0,4090.0,4135.0,4426.0,5097.0,5532.0,4787.0,5590.0,6383.0,7537.0,8045.4,8198.0,7646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUSSIAN FEDERATION,Water,538.0,573.0,718.0,820.0,787.0,903.0,967.0,945.0,923.0,1153.0,1147.0,1107.0,1149.0,1252.0,1247.0,1196.0,1269.0,1351.0,1486.5,1333.0,1290.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUSSIAN FEDERATION,Land,7712.0,13441.0,13768.0,12300.0,15481.0,17837.0,18132.0,19224.0,18123.0,16821.0,16919.0,16953.0,16663.0,16892.0,15304.0,15495.0,17280.0,19288.0,21260.3,22890.0,24793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RWANDA,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,79.0,93.0,99.2,111.1,133.6,123.6,133.2,125.7,170.6,204.0,202.7,242.4,279.8,80.2,109.1,0.0
RWANDA,Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,531.0,575.0,563.3,554.9,774.4,937.7,988.9,1093.8,1127.8,1173.0,1367.3,1469.0,1353.7,417.2,401.8,0.0
SABA,Air,7.2,7.3,8.1,7.8,6.9,6.2,5.9,7.9,6.8,7.3,7.4,6.9,7.0,7.1,7.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SABA,Water,2.8,2.5,2.5,2.8,2.3,2.9,3.1,2.9,3.5,3.7,4.1,4.1,4.6,4.9,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAINT KITTS AND NEVIS,Air,82.0,86.0,92.0,96.0,87.0,76.0,74.0,73.0,95.0,121.0,145.0,144.0,128.0,131.0,91.6,104.9,113.2,108.9,112.7,113.0,118.0,116.0,115.4,125.0,120.0,30.0,20.2,80.0
SAINT KITTS AND NEVIS,Water,121.0,86.0,103.0,154.0,139.0,171.0,259.0,167.0,152.0,262.0,220.0,206.0,251.0,402.0,456.8,519.4,609.6,557.0,581.9,701.4,913.0,935.0,1078.2,1152.0,987.0,271.0,102.4,509.0
SAINT LUCIA,Air,221.0,226.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,261.0,290.0,289.0,291.0,303.2,323.0,321.0,319.8,348.8,353.6,378.0,123.0,197.9,342.1
SAINT LUCIA,Water,185.0,196.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,16.0,23.0,16.0,15.4,15.0,24.0,28.1,37.3,41.1,46.0,7.7,1.5,14.1
SAINT VINCENT AND THE GRENADINES,Air,91.0,88.0,93.0,88.0,86.0,94.0,86.0,90.0,92.0,100.0,104.0,106.0,96.0,90.0,81.0,78.0,78.0,77.4,74.0,73.0,77.0,80.0,78.0,81.4,85.6,27.2,24.4,59.4
SAINT VINCENT AND THE GRENADINES,Water,127.0,128.0,107.0,114.0,137.0,162.0,168.0,157.0,149.0,162.0,152.0,200.0,231.0,160.0,190.0,153.0,130.0,122.4,126.0,132.0,130.0,147.0,225.6,275.0,313.3,127.6,32.4,150.7
SAMOA,Air,0.0,0.0,0.0,76.0,81.0,85.0,85.0,86.0,89.0,94.0,99.0,112.0,118.0,118.0,127.0,127.0,125.0,132.0,122.0,129.0,135.0,140.0,153.5,167.6,174.0,20.5,1.1,47.2
SAMOA,Water,0.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,4.8,7.0,3.4,1.5,3.4
SAN MARINO,Land,3368.0,3345.0,3308.0,3264.0,3148.0,3071.0,3036.0,3102.0,2882.0,2812.0,2107.0,2136.0,2164.0,2112.0,2056.0,1976.0,2038.0,1869.0,1905.0,2004.0,1888.0,2000.0,1937.0,1874.0,1904.0,1015.0,1354.0,0.0
SAO TOME AND PRINCIPE,Air,6.2,6.4,4.8,5.6,5.8,7.1,7.5,9.2,10.0,10.6,15.8,11.9,11.0,14.2,13.7,7.7,0.0,0.0,0.0,0.0,21.162,27.0,29.7,32.7,34.9,10.7,15.1,0.0
SAO TOME AND PRINCIPE,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.3,1.5,0.3,0.0,0.0,0.0,0.0,2.418,1.866,0.2,0.7,0.0,0.0,0.0,0.0
SAUDI ARABIA,Air,1834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4194.0,4287.0,4857.0,7341.0,9282.0,5301.0,7006.0,8778.0,10756.0,10860.0,12394.8,11967.0,13590.8,12444.3,11980.0,14081.4,3226.8,2424.0,94190.6
SAUDI ARABIA,Water,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,488.0,270.0,581.0,1020.0,289.0,228.0,5.0,1.0,19.0,68.8,48.0,89.6,67.2,75.0,100.4,16.5,6.6,92.0
SAUDI ARABIA,Land,2291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3824.0,3301.0,3493.0,3608.0,4456.0,5307.0,3616.0,5396.0,5575.0,4893.0,5796.7,5979.0,4364.0,3597.4,3279.0,3343.8,894.9,1046.6,7055.2
SENEGAL,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,564.0,522.0,487.0,502.0,469.0,507.0,488.0,466.0,499.0,731.2,766.5,868.6,936.9,0.0,0.0,0.0,0.0,0.0
SENEGAL,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0,4.0,10.0,5.0,6.0,9.0,5.0,6.5,13.2,7.7,8.5,10.5,0.0,0.0,0.0,0.0,0.0
SENEGAL,Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,206.0,344.0,388.0,365.0,341.0,393.0,479.5,496.0,563.6,231.8,240.1,341.4,428.1,0.0,0.0,0.0,0.0,0.0
SEYCHELLES,Air,115.0,126.0,125.0,124.0,121.0,127.0,127.0,129.0,119.0,117.0,125.0,137.0,159.0,156.0,155.0,174.0,193.0,207.0,229.6,232.0,275.0,302.0,348.0,355.8,371.9,108.3,182.3,330.5
SEYCHELLES,Water,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,2.0,6.0,12.3,6.5,0.6,1.5
SIERRA LEONE,Air,13.8,21.9,7.5,12.9,10.6,15.8,24.1,28.4,38.1,43.6,40.0,33.7,32.2,36.0,37.0,39.0,52.0,60.0,81.0,44.0,24.0,54.0,51.0,57.0,63.0,24.0,40.0,0.0
SINGAPORE,Air,5384.0,5463.0,5362.0,4687.0,5142.0,5658.0,5404.0,5394.0,4232.0,5728.0,6267.0,6758.0,7172.0,7234.0,7228.0,8845.0,10142.0,11109.0,11852.0,11693.4,11831.1,12651.7,13547.8,14330.0,14876.6,2114.2,317.0,5400.0
SINGAPORE,Water,816.0,896.0,972.0,830.0,1018.0,1157.0,1197.0,1177.0,1028.0,1332.0,1364.0,1571.0,1538.0,1322.0,1154.0,1266.0,1328.0,1464.0,1518.0,1543.3,1602.5,1676.3,1760.9,2057.0,2211.7,390.9,8.1,543.4
SINGAPORE,Land,937.0,933.0,864.0,724.0,798.0,877.0,921.0,997.0,867.0,1269.0,1312.0,1423.0,1575.0,1560.0,1301.0,1531.0,1701.0,1923.0,2198.0,1858.4,1797.9,2075.4,2115.9,2121.0,2027.8,237.3,4.9,362.4
SINT EUSTATIUS,Air,20.0,20.0,19.0,19.0,19.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINT EUSTATIUS,Water,5.0,4.0,6.0,6.0,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINT MAARTEN (DUTCH PART),Air,460.0,365.0,439.0,458.0,445.0,432.0,403.0,381.0,428.0,475.0,468.0,468.0,469.0,475.0,440.0,443.0,424.0,457.0,467.0,500.0,505.0,528.0,402.0,178.0,320.0,106.0,249.0,373.0
SINT MAARTEN (DUTCH PART),Water,564.0,657.0,886.0,881.0,616.0,868.0,868.0,1055.0,1172.0,1348.0,1488.0,1422.0,1422.0,1346.0,1215.0,1513.0,1656.0,1753.0,1786.0,2002.0,1902.0,1669.0,1238.0,1597.0,1632.0,436.0,233.0,844.0
SLOVENIA,Air,62.0,75.0,90.0,88.0,80.0,202.0,226.0,241.0,264.0,288.0,298.0,336.0,364.0,407.0,390.0,438.5,478.5,491.4,517.3,553.1,900.1,1011.7,1188.6,1318.0,1500.0,388.0,281.0,603.0
SLOVENIA,Water,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.2,2.3,2.4,2.7,3.1,3.5,1.0,0.0,0.0,0.0
SLOVENIA,Land,668.0,756.0,882.0,887.0,803.0,886.0,991.0,1059.0,1108.0,1210.0,1255.0,1279.0,1385.0,1549.0,1434.0,1610.4,1757.6,1883.2,1982.3000000000002,2119.7000000000003,2119.5,2382.5,2799.0,3103.6000000000004,3201.0,827.0,1543.0,3316.0
SOLOMON ISLANDS,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,9.4,11.5,13.7,16.3,18.3,20.5,22.9,23.9,24.4,20.1,21.6,23.2,25.7,27.9,28.9,4.4,0.7,0.0
SOUTH AFRICA,Air,1136.0,1230.0,1329.0,1463.0,1523.0,1597.0,1596.0,1885.0,1980.0,2025.0,2127.0,2318.0,2501.0,2581.0,2152.0,2739.0,2503.0,2937.0,3164.0,2573.0,2535.5,2893.3,3060.3,3088.5,3006.3,773.8,605.6,1837.6
SOUTH AFRICA,Water,26.0,30.0,37.0,38.0,49.0,26.0,17.0,18.0,5.0,3.0,3.0,7.0,5.0,2.0,1.0,5.0,9.0,11.0,7.0,4.0,6.8,11.3,9.1,15.6,16.1,10.2,0.3,5.6
SOUTH AFRICA,Land,3522.0,3926.0,3804.0,4397.0,4454.0,4377.0,4295.0,4646.0,4655.0,4787.0,5388.0,6184.0,6702.0,7146.0,4859.0,5330.0,5827.0,6240.0,6366.0,6972.0,6361.5,7139.6,7215.7,7368.0,7206.3,2018.3,1649.7,3854.8
SPAIN,Air,23934.0,24658.0,27677.0,30457.0,32574.0,34380.0,35331.0,34947.0,36923.0,38524.0,40730.0,42445.0,44324.0,44397.0,40233.0,40558.9,44614.0,46159.4,48763.0,51823.0,54364.6,60343.7,66639.5,67545.7,68691.9,13657.7,24431.9,59307.8
SPAIN,Water,0.0,0.0,0.0,601.0,1085.0,1083.0,1256.0,1225.0,1521.0,1511.0,1772.0,1460.0,1456.0,1452.0,1398.0,1441.5,1416.0,1078.5,908.0,859.0,976.1,1635.4,1965.7,2012.1,1720.8,223.3,227.0,1152.2
SPAIN,Land,9037.0,9369.0,9454.0,10834.0,11781.0,10939.0,11978.0,14158.0,12410.0,12395.0,13411.0,14100.0,12885.0,11343.0,10547.0,10676.6,10147.0,10226.4,11005.0,12257.0,12828.8,13335.9,13263.400000000001,13250.6,13096.5,5052.099999999999,6522.0,11199.2
SRI LANKA,Air,403.0,302.0,366.0,381.0,436.0,400.0,337.0,393.0,500.0,566.0,549.0,559.0,494.0,438.0,447.0,654.0,854.0,1002.47,1248.0,1500.5,1773.0,2026.6,2090.4,2247.9,1814.9,479.6,194.0,716.7
SRI LANKA,Water,0.3,0.2,0.4,0.3,0.2,0.3,0.2,0.0,0.2,0.2,0.3,0.4,0.3,0.1,0.4,0.4,2.0,3.14,26.0,26.7,25.0,24.3,25.6,85.8,98.8,28.1,0.0,3.3
SUDAN,Air,29.0,38.0,30.0,30.0,33.0,32.0,42.0,42.0,40.0,51.0,197.0,318.0,361.0,364.0,294.0,287.0,311.0,402.2,413.9,478.5,0.0,551.0,561.0,0.0,0.0,0.0,0.0,0.0
SUDAN,Water,0.0,0.0,0.0,4.0,4.0,4.0,5.0,7.0,8.0,8.0,37.0,7.0,59.0,58.0,84.0,198.0,214.0,114.9,118.3,191.4,0.0,160.0,162.0,0.0,0.0,0.0,0.0,0.0
SUDAN,Land,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,12.0,3.0,16.0,18.0,42.0,10.0,11.0,57.5,59.1,13.7,0.0,88.0,89.0,0.0,0.0,0.0,0.0,0.0
SURINAME,Air,43.0,53.0,61.0,55.0,57.0,57.0,54.0,60.0,82.0,75.0,122.0,119.0,134.0,120.0,113.0,146.0,150.0,155.0,149.0,154.0,140.4,167.0,199.9,0.0,0.0,0.0,0.0,0.0
SURINAME,Water,26.0,21.0,17.0,15.0,15.0,15.0,14.0,0.0,17.0,16.0,38.0,35.0,33.0,31.0,38.0,59.0,70.0,85.0,100.0,98.0,87.3,90.0,78.1,0.0,0.0,0.0,0.0,0.0
SWEDEN,Air,0.0,0.0,0.0,0.0,0.0,0.0,3083.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689.0,4662.0,4509.0,4503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWEDEN,Water,0.0,0.0,0.0,0.0,0.0,0.0,2221.0,2558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7019.0,7630.0,7036.0,7032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWEDEN,Land,0.0,0.0,0.0,0.0,0.0,0.0,2132.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8696.0,7719.0,7259.0,8410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYRIAN ARAB REPUBLIC,Air,271.0,325.0,355.0,343.0,344.0,544.0,579.0,666.0,629.0,830.0,836.0,878.0,945.0,1256.0,1088.0,1455.0,849.0,0.0,0.0,0.0,0.0,168.8,237.5,266.7,322.8,96.8,244.5,0.0
SYRIAN ARAB REPUBLIC,Water,10.0,9.0,12.0,12.0,15.0,30.0,21.0,20.0,19.0,28.0,33.0,27.0,24.0,29.0,9.0,12.0,2.0,0.0,0.0,0.0,0.0,0.5,0.7,1.1,0.8,0.5,0.9,0.0
SYRIAN ARAB REPUBLIC,Land,1971.0,2101.0,1965.0,2108.0,2322.0,2838.0,3071.0,3992.0,4189.0,5476.0,4989.0,4776.0,4465.0,5666.0,5559.0,7990.0,4582.0,0.0,0.0,0.0,0.0,874.1,1052.9,1534.3,2100.7,382.0,415.4,0.0
TAIWAN PROVINCE OF CHINA,Air,2317.0,2344.0,2358.0,2284.0,2397.0,2611.0,2814.0,2954.0,2228.0,2916.0,3341.0,3450.0,3624.0,3736.0,4177.0,5265.0,5762.0,6955.0,7660.0,9432.0,9839.3,10161.3,10151.3,10415.2,11193.0,1331.3,127.7,875.9
TAIWAN PROVINCE OF CHINA,Water,15.0,14.0,14.0,14.0,14.0,13.0,17.0,24.0,20.0,35.0,37.0,70.0,92.0,110.0,218.0,302.0,325.0,356.0,356.0,478.0,600.4,529.0,588.3,651.5,671.2,46.6,12.7,20.1
TAJIKISTAN,Air,0.0,0.0,0.0,0.0,0.7,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,78.0,170.0,390.5,284.0,281.0,305.0,0.0,0.0,0.0,0.0
TAJIKISTAN,Land,0.0,0.7,2.1,3.2,3.8,5.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,130.0,43.0,23.3,60.0,150.0,730.0,0.0,0.0,0.0,0.0
"TANZANIA, UNITED REPUBLIC OF",Air,110.0,146.0,160.0,311.0,365.0,312.0,315.0,316.0,320.0,257.0,331.0,359.0,389.0,439.0,380.0,405.0,476.0,604.0,562.5,636.0,651.8,768.1,769.0,929.0,936.0,366.1,609.9,0.0
"TANZANIA, UNITED REPUBLIC OF",Water,16.0,22.0,35.0,8.0,6.0,15.0,21.0,20.0,25.0,24.0,10.0,14.0,16.0,9.0,10.0,23.0,3.0,3.0,59.2,60.0,62.5,77.1,76.0,11.4,10.0,11.0,12.9,0.0
"TANZANIA, UNITED REPUBLIC OF",Land,169.0,158.0,165.0,163.0,256.0,175.0,189.0,239.0,231.0,302.0,272.0,271.0,315.0,322.0,324.0,355.0,389.0,469.0,474.2,444.0,422.7,439.1,482.0,565.3000000000001,581.0,243.7,404.1,0.0
THAILAND,Air,5670.0,6124.0,6205.0,6678.0,7263.0,8077.0,8456.0,8955.0,8164.0,9803.0,9544.0,11495.0,11975.0,11624.0,11100.0,12378.0,14929.0,17803.0,21501.0,0.0,0.0,27217.5,30113.7,32136.1,33481.6,5625.4,510.8,0.0
THAILAND,Water,159.0,137.0,116.0,178.0,234.0,248.0,250.0,225.0,180.0,247.0,242.0,303.0,280.0,213.0,254.0,486.0,552.0,563.0,705.0,0.0,0.0,473.6,494.1,616.3,761.1,981.9,0.0,0.0
THAILAND,Land,1122.0,983.0,973.0,987.0,1154.0,1254.0,1427.0,1693.0,1738.0,1688.0,1781.0,2024.0,2209.0,2747.0,2796.0,3072.0,3749.0,3988.0,4341.0,0.0,0.0,4838.4,4984.2,2425.7,5673.6,117.9,0.0,0.0
TIMOR-LESTE,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,22.3,36.0,44.2,39.8,50.6,57.5,77.8,59.8,61.6,65.6,73.9,74.6,80.8,17.9,5.5,0.0
TOGO,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,219.0,352.7,366.8,517.0,0.0,0.0,0.0
TOGO,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,17.2,8.8,0.0,0.0,0.0
TOGO,Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,118.0,158.0,189.1,350.5,0.0,0.0,0.0
TONGA,Air,29.0,27.0,26.0,27.0,31.0,35.0,32.0,37.0,40.0,41.0,42.0,39.0,46.0,50.0,45.7,47.1,46.0,47.4,48.2,50.4,53.8,59.1,62.5,54.0,67.3,9.0,0.2,18.4
TONGA,Water,4.0,4.0,3.0,8.0,13.0,8.0,6.0,8.0,11.0,10.0,18.0,15.0,19.0,15.0,29.0,17.9,22.4,9.8,11.5,15.4,18.8,27.5,24.1,23.3,26.7,2.5,0.0,3.9
TRINIDAD AND TOBAGO,Air,260.0,266.0,324.0,334.0,358.0,399.0,383.0,384.0,409.0,443.0,463.0,461.0,449.0,437.0,419.0,388.0,431.0,455.0,434.0,412.8,439.8,410.0,394.7,375.5,388.6,95.3,40.6,226.5
TRINIDAD AND TOBAGO,Water,22.0,51.0,36.0,43.0,63.0,104.0,85.0,67.0,65.0,58.0,66.0,73.0,82.0,45.0,115.0,102.0,60.0,49.0,33.0,45.8,82.0,88.3,75.2,132.3,93.0,45.8,0.5,26.8
